"id_master","intervencio_ordre","llm_sentiment_cat","llm_primary_frame","llm_confidence","llm_reasoning","llm_ts"
25437,15,"Neutral_Institucional","Other",0.96,"La menció a Catalunya és marginal i apareix només en una comparació estadística de despesa sanitària entre comunitats autònomes. No hi ha llenguatge pejoratiu ni cap amenaça constitucional, tampoc comparació de greuge específic entre Andalusia i Catalunya per denunciar concessions, ni ús electoral contra un partit nacional per pactes amb partits catalans. Per tant, la referència és descriptiva i no activa cap frame substantiu del codebook.","2026-04-24 01:38:54"
25437,21,"Empàtic_Positiu","Positive_Reference",0.91,"La menció a Catalunya és comparativa i instrumental: s’utilitza per mostrar que una altra comunitat ha augmentat la cobertura de la renda mínima, sense llenguatge pejoratiu ni amenaça constitucional. No hi ha atac a partits nacionals per pactes amb forces catalanes, així que s’exclou Electoral_Weaponization. Com que Catalunya apareix com a exemple de millor resultat de gestió social, el frame encaixa amb Positive_Reference.","2026-04-24 01:38:58"
25438,5,"Hostil_Negatiu","Other",0.84,"La menció a Catalunya és tangencial i s’utilitza sobretot per atacar un diputat del PP mitjançant la seva ‘carta de amor a Girona’, amb insults i burla. No hi ha cap amenaça a la unitat d’Espanya, ni comparació econòmica amb Andalusia, ni Catalunya apareix com a model positiu. Com que l’atac principal no instrumentalitza pactes amb partits catalans ni un actor nacional en relació amb Catalunya, el frame adequat és Other.","2026-04-24 01:39:01"
25438,18,"Neutral_Institucional","Other",0.9,"La menció a Catalunya és comparativa i descriptiva: s’afirma que Andalusia ha superat Catalunya en confiança empresarial, sense llenguatge pejoratiu ni cap al·lusió a amenaça constitucional. Tot i que el discurs denuncia infrafinançament d’Andalusia, no atribueix aquest greuge a concessions econòmiques a Catalunya ni a pactes amb partits catalans. Per tant, la referència a Catalunya no activa cap dels marcs específics excepte una comparació econòmica residual.","2026-04-24 01:39:05"
25438,75,"Hostil_Negatiu","Grievance_Economics",0.95,"L’extracte contraposa recursos destinats a Catalunya amb el perjudici per a Andalusia (‘en detrimento de nuestras universidades’), de manera que el marc econòmic comparatiu és central. També hi ha atac al ‘Gobierno de Sánchez’, però la menció a Catalunya funciona sobretot com a greuge distributiu cap a Andalusia, no principalment com a amenaça constitucional. El to és clarament negatiu però sense llenguatge extrem de ruptura; tanmateix, presenta Catalunya com a receptora d’un tracte injust.","2026-04-24 01:39:09"
25438,76,"Hostil_Negatiu","Grievance_Economics",0.91,"El fragment contraposa explícitament Andalusia amb Catalunya en el repartiment de places i presenta la diferència com un 'agravio' del Govern central cap a Andalusia. La menció a Catalunya és comparativa i econòmico-institucional, no com a amenaça constitucional. Tot i l'atac a Sánchez, l'eix principal és la queixa per un tracte desigual en recursos respecte de Catalunya.","2026-04-24 01:39:12"
25438,87,"Neutral_Institucional","Other",0.84,"La menció a Catalunya és comparativa i descriptiva: s’hi diu que en altres llocs, com Catalunya, s’ha produït un ús fraudulent del lloguer de temporada vinculat a habitatges turístics. No hi ha llenguatge pejoratiu contra Catalunya ni cap referència a unitat d’Espanya, privilegis territorials o pactes amb partits nacionals. Tampoc es presenta Catalunya com a model positiu, així que el marc queda fora de les categories específiques.","2026-04-24 01:39:16"
25438,100,"Neutral_Institucional","Other",0.94,"La menció a Catalunya és comparativa i estadística: es diu que la confiança empresarial a Andalusia creix més que la mitjana d’Espanya, Catalunya i Madrid. No hi ha llenguatge pejoratiu ni s’atribueix a Catalunya cap amenaça constitucional, greuge econòmic comparat amb concessions, ni ús electoral contra un partit nacional. Per tant, és una referència instrumental sense càrrega valorativa forta i queda fora dels marcs específics.","2026-04-24 01:39:20"
25438,109,"Empàtic_Positiu","Electoral_Weaponization",0.89,"L’extracte presenta Catalunya sobretot com a escenari per atacar el PP i Moreno Bonilla: es contrasta l’estratègia de confrontació del PP amb el suposat èxit del diàleg del PSOE a Catalunya. No hi ha amenaça constitucional ni greuge econòmic andalús, i la referència positiva a Catalunya no és un model de gestió sinó un resultat polític-electoral. Per la regla d’exclusió, això encaixa millor en Electoral_Weaponization que no pas en Positive_Reference.","2026-04-24 01:39:23"
25438,112,"Hostil_Negatiu","Electoral_Weaponization",0.88,"L’extracte associa el rival polític nacional (Sánchez/PSOE) amb la defensa dels independentistes per desacreditar-lo, cosa que encaixa amb Electoral_Weaponization. Tot i que apareix la infrafinançació andalusa, no hi ha una comparació econòmica directa amb concessions a Catalunya prou explícita per prioritzar Grievance_Economics. El to cap als independentistes és clarament despectiu, de manera que el sentiment és Hostil_Negatiu.","2026-04-24 01:39:28"
25438,115,"Hostil_Negatiu","Electoral_Weaponization",0.94,"La menció a Catalunya és clarament negativa i alarmista: associa els partits independentistes amb exigències que 'rompen la igualdad de los españoles' i amb transferències econòmiques 'a costa de los andaluces'. Tot i el component econòmic, el focus principal és atacar els pactes del PSOE amb actors catalans per investir Illa i desgastar el rival nacional. Seguint les regles d’exclusió, això encaixa millor amb Electoral_Weaponization que no amb Grievance_Economics o Constitutional_Threat.","2026-04-24 01:39:32"
25438,116,"Neutral_Institucional","Other",0.95,"La menció a Catalunya és hipotètica i comparativa: s’utilitza l’exemple de la Generalitat en un litigi als Pirineus catalans per reclamar la participació d’Andalusia en la negociació sobre Gibraltar. No hi ha llenguatge pejoratiu ni cap amenaça atribuïda a Catalunya, tampoc es presenta com a model de política pública concreta. Com que la referència és instrumental i institucional, sense encaixar en els marcs definits, correspon 'Other'.","2026-04-24 01:39:35"
25438,186,"Empàtic_Positiu","Other",0.8,"La menció a Catalunya apareix en un atac al PP per la seva crítica al pacte d’investidura amb independentistes catalans, però l’oradora defensa explícitament l’estratègia de Sánchez i Illa com una aposta per la convivència, la unitat i el diàleg. No hi ha amenaça constitucional atribuïda a Catalunya ni greuge econòmic comparat amb Andalusia. Com que la referència és positiva cap al diàleg polític però no presenta Catalunya com a model de gestió, el frame no és Positive_Reference sinó Other.","2026-04-24 01:39:39"
25438,196,"Hostil_Negatiu","Constitutional_Threat",0.93,"L’extracte presenta Catalunya com a beneficiària d’una “posición singular” que sotmet la normativa estatal i s’associa a “desigualdad, división” i al “separatismo catalán”, cosa que encaixa clarament amb una amenaça a la igualtat i a l’ordre constitucional. Tot i que també s’ataca el PSOE i el PP per pactar-hi, el nucli del discurs no és només electoralista sinó la denúncia de la singularitat catalana com a trencament de la igualtat entre espanyols. No correspon Grievance_Economics perquè no hi ha comparació econòmica directa amb Andalusia, ni Positive_Reference.","2026-04-24 01:39:44"
25438,198,"Neutral_Institucional","Constitutional_Threat",0.82,"La menció a Catalunya apareix en un context institucional sobre el cos d’habilitats nacionals i una negociació política, sense insults ni llenguatge pejoratiu directe contra Catalunya. El nucli del missatge és evitar la ruptura de la unitat d’un cos estatal i rebutjar que Catalunya tingui un règim diferenciat, cosa que encaixa amb una apel·lació a la unitat i igualtat a Espanya. No és Grievance_Economics perquè no hi ha comparació econòmica amb Andalusia, ni Positive_Reference.","2026-04-24 01:39:48"
25484,41,"Hostil_Negatiu","Constitutional_Threat",0.81,"La menció a Catalunya apareix com a exemple negatiu de conseqüències de la immigració i de pèrdua d’ordre públic ('ya pasa en Cataluña'), amb un llenguatge clarament alarmista i pejoratiu. No hi ha comparació econòmica amb Andalusia ni una discussió sobre finançament. Tampoc el focus principal és un pacte amb partits catalans per atacar un partit estatal, així que no encaixa en Electoral_Weaponization; el marc dominant és de degradació de convivència, legalitat i cohesió social.","2026-04-24 01:39:52"
25484,43,"Hostil_Negatiu","Other",0.78,"La menció a Catalunya és instrumental i apareix com a dada sobre criminalitat i estrangeria, sense elogis ni tractament institucional neutre. El to general és d’alarma i associa Catalunya amb percentatges de detinguts estrangers dins un discurs antiimmigració. No hi ha atac a un partit nacional per pactes amb partits catalans ni comparació econòmica amb Andalusia; tampoc un marc constitucional explícit sobre la unitat d’Espanya.","2026-04-24 01:39:56"
25484,51,"Neutral_Institucional","Electoral_Weaponization",0.78,"La menció a Catalunya és instrumental: s’usa per retreure a un adversari polític que Andalusia no exerceix un poder competencial similar, però no es presenta Catalunya com a amenaça constitucional ni com a model de gestió concret. Tampoc hi ha comparació econòmica directa d’infrafinançament andalús per concessions a Catalunya. El to envers Catalunya no és hostil; la càrrega crítica recau sobretot sobre partits estatals i el govern andalús.","2026-04-24 01:40:00"
25484,52,"Hostil_Negatiu","Grievance_Economics",0.87,"L’extracte compara directament les inversions ferroviàries a Catalunya amb el perjudici per a Andalusia, destacant que Catalunya va rebre més recursos mentre Andalusia quedava relegada. La menció a Catalunya no és principalment una amenaça constitucional, sinó part d’un greuge distributiu. Tot i que hi ha atac al PP, no se centra en pactes amb partits catalans com a arma electoral, sinó en el repartiment inversor.","2026-04-24 01:40:05"
25484,57,"Hostil_Negatiu","Electoral_Weaponization",0.92,"La menció a Catalunya apareix en clau de crítica política estatal: 'Cataluña... tiene el poder sobre Sánchez, el poder por siete votos', utilitzada per atacar el Govern central i el PSOE. També hi ha llenguatge d'alarma sobre 'desigualdad' i 'destruir España', però el nucli del passatge vincula els suports catalans a la debilitat de Sánchez, cosa que encaixa millor amb weaponization electoral que amb una amenaça constitucional pura. No és grievance economics perquè no s'atribueixen concessions econòmiques concretes a Catalunya en comparació directa amb Andalusia.","2026-04-24 01:40:10"
25484,58,"Hostil_Negatiu","Electoral_Weaponization",0.89,"La menció a Catalunya apareix al final per assenyalar que un ministre va admetre allí la infrafinançació andalusa, vinculant-ho als vots d'un 'socio' necessari. No es presenta Catalunya com a amenaça constitucional ni com a model positiu, sinó com a peça d'un atac contra Pedro Sánchez i el PSOE per les seves aliances polítiques. El to és crític i instrumentalitza la referència a Catalunya dins d'una confrontació partidista estatal.","2026-04-24 01:40:14"
25487,8,"Neutral_Institucional","Other",0.98,"L’extracte no conté una menció substantiva a Catalunya ni a institucions/actors catalans; el focus és la memòria històrica andalusa, el franquisme i crítiques a PP/Vox/PSOE/Sumar. Com que no hi ha valoració sobre Catalunya ni cap dels marcs específics vinculats a Catalunya, s’apliquen les regles d’exclusió. Per tant, la classificació adequada és neutral i fora dels frames principals.","2026-04-24 01:40:18"
25487,14,"Neutral_Institucional","Other",0.99,"L’extracte tracta exclusivament sobre memòria democràtica a Andalusia, amb crítiques al PP andalús i al franquisme. No hi ha cap menció a Catalunya ni a institucions/partits catalans, de manera que no es pot inferir ni sentiment cap a Catalunya ni cap frame específic del codebook relacionat amb Catalunya. Segons les regles d’exclusió, quan no hi ha referència catalana rellevant, correspon classificar-ho com a Other i mantenir un to neutral per absència d’objecte.","2026-04-24 01:40:22"
25487,100,"Neutral_Institucional","Other",0.94,"La menció a Catalunya és tangencial i descriptiva: es refereix a un 'esquete' a la televisió catalana dins d'una crítica al president andalús per la seva reacció pública. No hi ha llenguatge hostil contra Catalunya ni es presenta com a amenaça constitucional, greuge econòmic, arma electoral contra un partit nacional o model positiu. Per tant, encaixa millor com a menció accessòria fora dels marcs principals.","2026-04-24 01:40:25"
25487,103,"Neutral_Institucional","Electoral_Weaponization",0.87,"El fragment contraposa explícitament Andalusia amb Catalunya en termes de finançament, denunciant que el Govern central promet una millor finançació a Catalunya mentre Andalusia pateix infrafinançament. L’atac principal s’adreça també contra un partit/govern nacional ('su presidente Sánchez', 'Gobierno de España'), de manera que encaixa millor amb Electoral_Weaponization que no pas amb un greuge merament econòmic. El to cap a Catalunya no és insultant ni amenaçador, sinó instrumental i crític en un context institucional de repartiment de recursos.","2026-04-24 01:40:30"
25487,121,"Hostil_Negatiu","Electoral_Weaponization",0.94,"La menció a Catalunya apareix en una llista d’aliats parlamentaris/nacionals ('Esquerra Republicana de Cataluña') utilitzada per atacar el PSOE i Sánchez. No hi ha una amenaça constitucional desenvolupada ni comparació econòmica amb Andalusia; el focus és la instrumentalització partidista contra un rival nacional. El to és clarament adversatiu i deslegitimador en associar el PSOE amb aquests pactes.","2026-04-24 01:40:34"
25487,124,"Hostil_Negatiu","Electoral_Weaponization",0.94,"L’extracte presenta Catalunya com a beneficiària de ‘privilegios’, ‘soberanía fiscal’ i tracte desigual, però l’atac principal s’articula contra Pedro Sánchez i el PSOE (‘todo a cambio del sillón’). Hi ha comparació econòmica explícita amb Andalusia, però el nucli discursiu és l’ús electoral dels pactes amb Catalunya per desgastar un rival nacional. El llenguatge és clarament pejoratiu i d’alarma, per això el sentiment és hostil.","2026-04-24 01:40:39"
25487,125,"Hostil_Negatiu","Grievance_Economics",0.95,"El fragment critica el reparto de fondos comparando explícitamente Andalucía con Cataluña (16% de fondos para Cataluña frente a 10,7% para Andalucía), por lo que encaja en greuge econòmic i no en una mera referència institucional. Aunque también ataca al Gobierno central y al PSOE, el núcleo del agravio está en que Andalucía sale perjudicada frente a Cataluña en recursos e inversión. El lenguaje hacia Cataluña es desfavorable pero no principalmente de amenaza constitucional; se presenta como territorio favorecido dentro d'un reparto injusto.","2026-04-24 01:40:43"
25487,138,"Hostil_Negatiu","Grievance_Economics",0.93,"L’extracte contraposa explícitament Andalusia amb Catalunya en el repartiment de fons i places universitàries, presentant Catalunya com a beneficiària davant un greuge per a Andalusia. No hi ha un atac principal sobre la unitat d’Espanya ni sobre pactes amb partits nacionals, així que s’exclouen Constitutional_Threat i Electoral_Weaponization. El to és crític però sobretot comparatiu i de denúncia distributiva, no extremadament agressiu.","2026-04-24 01:40:47"
25487,177,"Neutral_Institucional","Other",0.96,"La menció a Catalunya és només biogràfica i descriptiva: s’indica que Diego Cañamero va emigrar-hi, com molts andalusos, sense atribuir-hi cap judici negatiu ni positiu sobre Catalunya com a actor polític. No hi ha comparació econòmica amb Andalusia, ni amenaça constitucional, ni ús de partits catalans per atacar un partit nacional, ni tampoc Catalunya com a model de gestió. Per les regles d’exclusió, correspon un tractament neutral i el frame és residual.","2026-04-24 01:40:51"
25487,189,"Neutral_Institucional","Other",0.95,"La menció a Catalunya és tangencial i apareix només com a exemple de comunitats que ja han assumit la competència sanitària penitenciària. No hi ha llenguatge hostil ni alarma contra Catalunya, ni tampoc una lloança de model de gestió català com a referent d’èxit; és una referència funcional i comparativa dins d’un argument sobre competències. Per tant, el to és institucional i el frame no encaixa en els marcs principals definits.","2026-04-24 01:40:54"
25487,199,"Hostil_Negatiu","Electoral_Weaponization",0.94,"L’extracte associa el Govern de Sánchez amb concessions a comunitats que li donen suport parlamentari i explicita que això respon a 'esos siete votos', és a dir, usa els pactes amb actors catalans com a arma contra un rival nacional. A més, el text parla de la llei d’amnistia com una erosió de l’Estat de dret i de la igualtat dels espanyols, amb llenguatge alarmista. Tot i haver-hi greuge territorial per a Andalusia, el marc dominant és l’atac partidista al govern central mitjançant els seus acords amb l’independentisme català.","2026-04-24 01:40:59"
25487,201,"Hostil_Negatiu","Other",0.91,"L’extracte només menciona Catalunya al final com a exemple negatiu del que podria passar a Andalusia en matèria d’immigració i inseguretat. El llenguatge és clarament alarmista i pejoratiu, però no hi ha referència a unitat d’Espanya, finançament comparat amb Andalusia ni pactes amb partits catalans per atacar un partit nacional. Per tant, el sentiment és hostil i el frame queda fora de les categories específiques, encaixant en Other.","2026-04-24 01:41:03"
25487,203,"Hostil_Negatiu","Electoral_Weaponization",0.91,"L’extracte només menciona Catalunya en relació amb la llei d’amnistia, presentada com a contrària a la igualtat dels espanyols. També s’ataca el Govern d’Espanya per impulsar-la per mantenir-se al poder amb set vots, és a dir, s’utilitza la relació amb forces catalanes per atacar un partit nacional. Com que hi ha atac explícit al Govern d’Espanya/PSOE i no només una amenaça abstracta a l’ordre constitucional, el marc principal és Electoral_Weaponization.","2026-04-24 01:41:07"
25526,13,"Neutral_Institucional","Other",0.94,"L’extracte només menciona Catalunya de manera tangencial en l’expressió sobre “elecciones vascas y catalanas”, sense valorar Catalunya ni les seves institucions. No hi ha comparació econòmica amb Andalusia, ni Catalunya com a amenaça constitucional, ni ús d’un partit nacional en pactes amb partits catalans. Per tant, la menció no activa cap frame específic del codebook i el to respecte de Catalunya és descriptiu/tangencial.","2026-04-24 01:41:11"
25526,16,"Hostil_Negatiu","Electoral_Weaponization",0.75,"La menció a Catalunya és accessòria i se circumscriu a atacar un espai polític rival: es parla d'\"un diputado de Cataluña, de su partido\" per desacreditar adversaris estatals/ideològics, no del govern català en si. No hi ha comparació econòmica amb Andalusia ni una amenaça explícita a la unitat d'Espanya. El to és clarament despectiu en el conjunt del passatge, però la referència a Catalunya funciona sobretot com a arma partidista.","2026-04-24 01:41:15"
25526,41,"Neutral_Institucional","Grievance_Economics",0.78,"La menció a Catalunya apareix sobretot al final com a comparació de confiança empresarial i, sobretot, com a crítica a una eventual condonació del deute i millor finançament català que implicaria 'menos dinero para Andalucía'. Això activa un greuge econòmic perquè hi ha comparació directa amb Andalusia; no és principalment una amenaça constitucional. El to envers Catalunya és negatiu però no centralment insultant cap als catalans, així que predomina un registre més aviat institucional amb crítica política.","2026-04-24 01:41:19"
25526,45,"Neutral_Institucional","Grievance_Economics",0.85,"La menció a Catalunya apareix en clau comparativa de finançament i deute: s’afirma que a Catalunya li perdonaran el deute mentre Andalusia està infrafinançada. Això encaixa amb Grievance_Economics perquè hi ha comparació directa amb Andalusia; no és principalment una amenaça constitucional. El to cap a Catalunya és crític però no usa llenguatge pejoratiu fort contra Catalunya mateixa, així que el sentiment és més aviat institucional/neutral.","2026-04-24 01:41:22"
25531,35,"Hostil_Negatiu","Constitutional_Threat",0.96,"L’extracte utilitza un llenguatge clarament pejoratiu i d’alarma sobre Catalunya i els seus beneficiaris polítics (“independencia de Cataluña”, “ignominiosa, arbitraria e injusta”). El nucli del discurs presenta l’amnistia com una vulneració de l’Estat de dret, la separació de poders i la igualtat dels espanyols, així que encaixa millor en Constitutional_Threat. Tot i que també ataca Pedro Sánchez pels set vots, el centre argumental no és només l’ús partidista electoral sinó l’amenaça constitucional i d’igualtat.","2026-04-24 01:41:26"
25531,36,"Hostil_Negatiu","Constitutional_Threat",0.96,"El fragment utilitza un llenguatge clarament alarmista i pejoratiu sobre Catalunya i el Procés: 'destroza', 'injusta', 'arbitraria', 'chantaje', 'destruir al Estado constitucional'. El marc dominant és la idea que l'amnistia i el Procés amenacen l'Estat de dret, la igualtat i la unitat constitucional. Tot i que també hi ha una menció al tractament especial en finançament i un atac a Sánchez, el nucli del passatge és sobretot constitucional i no principalment econòmic ni només electoral.","2026-04-24 01:41:30"
25531,40,"Hostil_Negatiu","Grievance_Economics",0.88,"El fragment associa explícitament una 'financiación singular para Cataluña' amb perjudici directe per a Andalusia ('maltrato', 'asfixiando', quantitats no rebudes), així que encaixa en greuge econòmic amb comparació directa Andalusia-Catalunya. Tot i que també apareixen expressions com 'rompe la igualdad' i atacs al Govern/PSOE per dependre de l'independentisme, el nucli argumental gira sobretot al voltant del repartiment financer i l'infrafinançament andalús. El llenguatge és clarament alarmista i pejoratiu ('vergüenza', 'cheque en blanco al independentismo', 'se están cargando la democracia'), per això el sentiment és hostil-negatiu.","2026-04-24 01:41:34"
25531,73,"Hostil_Negatiu","Grievance_Economics",0.94,"L’extracte contraposa Andalusia amb Catalunya en clau de finançament, afirmant que el model pactat amb ERC i la possible \"financiación singular\" per a Catalunya perjudiquen directament Andalusia. No centra l’atac principal en la unitat d’Espanya ni en una amenaça constitucional, sinó en el greuge econòmic comparatiu. Tot i mencionar el PSOE i altres actors, el nucli del discurs és la queixa per infrafinançament andalús davant concessions a Catalunya.","2026-04-24 01:41:38"
25531,92,"Neutral_Institucional","Other",0.91,"L’extracte menciona Catalunya només en el context del debat sobre finançament autonòmic i les 'singularitats' territorials, sense llenguatge pejoratiu ni elogiós. No presenta Catalunya com una amenaça constitucional ni com a arma per atacar un partit nacional per pactes amb partits catalans; tampoc hi ha comparació d’infrafinançament d’Andalusia causada per concessions a Catalunya. Per tant, la menció és institucional i el marc no encaixa en les categories específiques.","2026-04-24 01:41:42"
25531,93,"Hostil_Negatiu","Grievance_Economics",0.94,"El fragment associa explícitament concessions a Catalunya amb un perjudici comparatiu per a Andalusia: parla d'\"una financiación singular para Cataluña\", \"privilegios\" i \"una nueva injusticia contra el territorio andaluz\". Això activa el marc econòmic de greuge perquè hi ha comparació directa amb Andalusia; no és principalment un atac a un partit nacional per pactes, ni una amenaça constitucional. El llenguatge és clarament valoratiu i alarmista, per tant el sentiment és hostil-negatiu.","2026-04-24 01:41:47"
25531,99,"Hostil_Negatiu","Electoral_Weaponization",0.95,"L’extracte combina greuge de finançament amb un atac central a Pedro Sánchez i al PSOE per pactes, amnistia i concessions vinculades a Catalunya, presentades com a forma de mantenir-se al poder. Això activa Electoral_Weaponization perquè l’objectiu principal és atacar un partit nacional, no només Catalunya. El to és clarament alarmista i pejoratiu, amb referències a ‘dinamitar el Estado de derecho’, ‘romper’ i tracte desigual.","2026-04-24 01:41:51"
25531,100,"Hostil_Negatiu","Electoral_Weaponization",0.92,"El fragment critica sobretot el Govern de Sánchez i el PSOE per les seves cessions a partits independentistes catalans, usant Catalunya com a arma contra un rival polític nacional. També hi ha una dimensió d'amenaça a la igualtat amb la menció a l'amnistia, però el focus principal és l'atac partidista al PSOE i les seves aliances. El to cap a Catalunya/independentisme és clarament negatiu i alarmista, mentre que la referència al perjudici per a Andalusia reforça el marc però sense concretar una comparació econòmica suficient per prioritzar Grievance_Economics.","2026-04-24 01:41:55"
25531,150,"Hostil_Negatiu","Electoral_Weaponization",0.95,"El fragment contraposa clarament concessions als independentistes amb perjudici per als andalusos ('condonando 15.000 millones... mientras que niega 1500 millones a los andaluces') i, a més, s'utilitza per atacar rivals polítics estatals/socialistes. No és només un greuge econòmic abstracte, sinó arma retòrica contra un partit nacional i els seus pactes. El llenguatge és crític i d'alarma envers els independentistes, per tant el to és hostil.","2026-04-24 01:41:59"
25531,154,"Hostil_Negatiu","Electoral_Weaponization",0.91,"L’extracte critica el Govern de Sánchez per la manca d’homogeneïtat de la PAU i vincula aquesta situació a la seva dependència política del govern/camp independentista català amb l’esment a Puigdemont. No presenta Catalunya com a model ni se centra en una comparació econòmica amb Andalusia. Com que l’atac s’utilitza contra un partit nacional (PSOE/Govern de Sánchez) mitjançant la seva relació amb actors catalans, el frame principal és d’instrumentalització electoral.","2026-04-24 01:42:03"
25531,189,"Neutral_Institucional","Other",0.78,"La menció a Catalunya apareix com a exemple empíric dins d’una crítica general a la llei estatal d’habitatge: s’afirma que allí va caure l’oferta després de l’aprovació de la norma. No hi ha llenguatge directament pejoratiu contra Catalunya ni una amenaça a la unitat d’Espanya, i tampoc una comparació de greuge econòmic específica amb Andalusia. Com que la referència és instrumental i no encaixa clarament en cap frame definit, correspon Other.","2026-04-24 01:42:07"
25531,207,"Hostil_Negatiu","Electoral_Weaponization",0.88,"L’extracte menciona Catalunya només de manera indirecta a través de la llei d’amnistia, les concessions als independentistes i l’atac al govern de Sánchez. El focus principal no és una comparació econòmica amb Andalusia ni un model positiu, sinó usar els pactes/concessions als independentistes per desacreditar un partit nacional. Com que s’afirma que l’amnistia va contra la igualtat i l’Estat de dret, hi ha també component d’amenaça constitucional, però el marc dominant és l’ús partidista contra Sánchez.","2026-04-24 01:42:11"
25531,210,"Neutral_Institucional","Other",0.84,"La menció a Catalunya és descriptiva: s’indica que Catalunya, País Basc i Navarra ja tenen transferides aquestes competències, sense llenguatge pejoratiu cap a Catalunya. El focus principal és institucional i financer sobre la transferència sanitària penitenciària i el deute amb Andalusia, no una amenaça constitucional ni una lloança de Catalunya com a model. Tampoc hi ha ús de pactes amb partits catalans per atacar un rival nacional.","2026-04-24 01:42:14"
25531,212,"Neutral_Institucional","Other",0.81,"La menció a Catalunya és instrumental i apareix com a exemple de comunitat que ja ha assumit el traspàs penitenciari, sense llenguatge pejoratiu específic contra Catalunya. El to general és crític amb el model autonòmic i amb la possible fragmentació del sistema, però no presenta Catalunya principalment com una amenaça constitucional ni com a arma contra un partit nacional per pactes amb partits catalans. Tampoc hi ha comparació directa de greuge econòmic entre Andalusia i Catalunya en el sentit del codebook; per això encaixa millor a Other.","2026-04-24 01:42:19"
25531,213,"Neutral_Institucional","Other",0.85,"La menció a Catalunya és accessòria i s’utilitza principalment per demostrar que la transferència de competències penitenciàries és possible també en altres comunitats. No hi ha llenguatge pejoratiu contra Catalunya ni es presenta com a amenaça; tampoc hi ha una comparació econòmica amb Andalusia ni Catalunya com a model de gestió. Com que la referència és sobretot procedimental i no encaixa clarament en cap frame específic, correspon Other.","2026-04-24 01:42:23"
25531,216,"Neutral_Institucional","Grievance_Economics",0.89,"La menció a Catalunya apareix en el context del finançament autonòmic i contraposa la possible 'singularitat de Cataluña' amb la d'Andalusia. No hi ha llenguatge agressiu contra Catalunya ni una acusació de ruptura constitucional; el nucli és la queixa per recursos i tracte comparat amb Andalusia. Com que sí que hi ha comparació directa Andalusia-Catalunya en clau de finançament, el marc principal és econòmic de greuge.","2026-04-24 01:42:26"
25575,3,"Hostil_Negatiu","Grievance_Economics",0.96,"L’extracte presenta Catalunya principalment com a receptora de privilegis i com a origen d’un tracte injust envers Andalusia, amb comparacions econòmiques explícites i constants. Tot i que hi ha referències a la igualtat entre espanyols, el nucli del discurs és la queixa per infrafinançament i perjudici material per a Andalusia. No és Electoral_Weaponization perquè l’objectiu central no és atacar un partit nacional per pactes, sinó denunciar un greuge distributiu.","2026-04-24 01:42:31"
25582,5,"Hostil_Negatiu","Electoral_Weaponization",0.94,"La menció a Catalunya apareix en clau d’atac al PSOE i a Pedro Sánchez, centrada en Puigdemont, l’amnistia i el referèndum com a exemples de suposades mentides i concessions polítiques. No hi ha comparació econòmica amb Andalusia ni una elaboració principal sobre Catalunya com a amenaça constitucional en abstracte; el focus és usar la relació amb actors catalans per desacreditar un partit nacional. El to és clarament despectiu i agressiu.","2026-04-24 01:42:36"
25582,8,"Hostil_Negatiu","Electoral_Weaponization",0.94,"L’extracte vincula concessions a Catalunya amb un atac al Govern central i al PSOE: es critica que una ministra 'pide para los catalanes' per mantenir-se al Govern. També hi ha comparació explícita amb perjudici per a Andalusia en finançament, però el nucli retòric principal és usar els pactes/concessions a Catalunya com a arma contra Pedro Sánchez i el PSOE. El to és clarament acusatori i alarmista, amb llenguatge de greuge i confrontació.","2026-04-24 01:42:41"
25582,57,"Hostil_Negatiu","Electoral_Weaponization",0.91,"L’extracte vincula el perjudici econòmic d’Andalusia amb la defensa de l’independentisme català i ataca explícitament el PSOE/Pedro Sánchez. Hi ha una comparació directa de greuge per finançament, però el nucli retòric és usar Catalunya/independentisme per desacreditar un rival polític nacional. El llenguatge és clarament adversarial i acusatori, no neutral.","2026-04-24 01:42:45"
25582,103,"Hostil_Negatiu","Grievance_Economics",0.95,"L’extracte presenta Catalunya en clau negativa mitjançant expressions com “financiación privilegiada” i la contraposa directament als interessos d’Andalusia. El nucli del missatge és que el Govern central afavoreix Catalunya mentre perjudica Andalusia, cosa que encaixa amb el greuge econòmic. No és només una amenaça constitucional ni un atac electoral genèric, tot i que hi ha crítica al Govern de Sánchez.","2026-04-24 01:42:48"
25582,132,"Hostil_Negatiu","Grievance_Economics",0.95,"L’extracte critica durament el govern central per afavorir Catalunya amb una 'singularidad' de més diners i pagaments preferents, contrapositant explícitament catalans/vascos amb andalusos. El llenguatge és clarament acusatori i de greuge, però l’eix principal no és la unitat d’Espanya sinó el perjudici distributiu per a Andalusia. Per tant, encaixa millor en greuge econòmic que no en amenaça constitucional o mera arma electoral.","2026-04-24 01:42:53"
25582,164,"Neutral_Institucional","Electoral_Weaponization",0.84,"La menció a Catalunya és instrumental i se centra en usar el cas de Catalunya/Barcelona per desacreditar la llei estatal d’habitatge impulsada pel rival polític nacional. No hi ha un atac a Catalunya com a amenaça constitucional ni una comparació de greuge econòmic amb Andalusia; tampoc és una referència positiva. El to envers el cas català és sobretot descriptiu i probatori, sense insults dirigits específicament a Catalunya.","2026-04-24 01:42:56"
